#{"t_start": 1530978855.758439, "env_id": "InvertedPendulum-v2"}
r,l,t
62.0,62,4928.100664
1000.0,1000,4933.284691
50.0,50,4933.346654
1000.0,1000,4938.603636
173.0,173,4938.82251
58.0,58,4938.894469
1000.0,1000,4946.214269
1000.0,1000,4951.622167
132.0,132,4951.785074
1000.0,1000,4957.109018
101.0,101,4961.241647
1000.0,1000,4966.472645
1000.0,1000,4971.710639
96.0,96,4971.853558
129.0,129,4972.028458
35.0,35,4972.073431
1000.0,1000,4977.329416
1000.0,1000,4982.629374
77.0,77,4982.726318
1000.0,1000,4987.979304
1000.0,1000,4993.348223
91.0,91,4993.495139
60.0,60,4993.578093
1000.0,1000,5000.841925
37.0,37,5000.889898
52.0,52,5000.955858
41.0,41,5001.007828
1000.0,1000,5006.198848
1000.0,1000,5012.345324
1000.0,1000,5018.041054
1000.0,1000,5023.83473
1000.0,1000,5029.077721
79.0,79,5029.203649
1000.0,1000,5034.529593
1000.0,1000,5039.766588
1000.0,1000,5045.056551
1000.0,1000,5050.320532
1000.0,1000,5057.565374
1000.0,1000,5062.863334
145.0,145,5063.064219
1000.0,1000,5068.289222
1000.0,1000,5073.686125
1000.0,1000,5079.097019
1000.0,1000,5084.425963
52.0,52,5084.494923
78.0,78,5088.614558
52.0,52,5088.693513
1000.0,1000,5094.026454
58.0,58,5094.094415
55.0,55,5094.175369
41.0,41,5094.225341
58.0,58,5094.295299
131.0,131,5094.452209
54.0,54,5094.52117
50.0,50,5094.600124
88.0,88,5094.708063
49.0,49,5094.770025
41.0,41,5094.822995
30.0,30,5094.861973
79.0,79,5094.975908
48.0,48,5095.036873
1000.0,1000,5100.318842
119.0,119,5104.464464
81.0,81,5104.562408
101.0,101,5104.698329
116.0,116,5104.841248
1000.0,1000,5111.993143
1000.0,1000,5117.216146
1000.0,1000,5122.493119
1000.0,1000,5127.672147
1000.0,1000,5133.31591
1000.0,1000,5138.636857
1000.0,1000,5143.917825
64.0,64,5143.998778
54.0,54,5144.06474
45.0,45,5144.120708
52.0,52,5144.183672
66.0,66,5144.263625
69.0,69,5144.351577
72.0,72,5144.440525
48.0,48,5144.50149
1000.0,1000,5149.696509
48.0,48,5149.757475
60.0,60,5149.832431
40.0,40,5149.883402
98.0,98,5153.989046
1000.0,1000,5159.239034
35.0,35,5159.286006
47.0,47,5159.34797
1000.0,1000,5166.51386
1000.0,1000,5171.747856
68.0,68,5171.831807
56.0,56,5171.901768
52.0,52,5171.968729
132.0,132,5172.128638
1000.0,1000,5177.392616
127.0,127,5177.548527
1000.0,1000,5182.845488
1000.0,1000,5188.108468
60.0,60,5188.185424
70.0,70,5188.272373
1000.0,1000,5193.568335
1000.0,1000,5198.878288
1000.0,1000,5204.077305
67.0,67,5204.159258
62.0,62,5204.235214
53.0,53,5204.304176
69.0,69,5204.387127
95.0,95,5208.534747
145.0,145,5208.715643
1000.0,1000,5213.900672
55.0,55,5213.969628
1000.0,1000,5221.153505
1000.0,1000,5226.421483
1000.0,1000,5231.721443
83.0,83,5231.833378
1000.0,1000,5237.190305
1000.0,1000,5242.466276
126.0,126,5242.620187
105.0,105,5242.747116
1000.0,1000,5247.938137
1000.0,1000,5253.245091
85.0,85,5253.356027
102.0,102,5253.509941
1000.0,1000,5258.916837
118.0,118,5259.070748
686.0,686,5264.019909
1000.0,1000,5269.323865
88.0,88,5269.431805
1000.0,1000,5276.763596
105.0,105,5276.895521
1000.0,1000,5282.187485
1000.0,1000,5287.41249
66.0,66,5287.495437
1000.0,1000,5292.717441
1000.0,1000,5297.952438
1000.0,1000,5303.185435
92.0,92,5303.303368
1000.0,1000,5308.550357
